"","Province.State","Country.Region","Lat","Long","Date","count"
"45495","Australian Capital Territory","Australia",-35.4735,149.0124,2020-07-11,113
"45496","New South Wales","Australia",-33.8688,151.2093,2020-07-11,3478
"45497","Northern Territory","Australia",-12.4634,130.8456,2020-07-11,31
"45498","Queensland","Australia",-27.4698,153.0251,2020-07-11,1070
"45499","South Australia","Australia",-34.9285,138.6007,2020-07-11,443
"45500","Tasmania","Australia",-42.8821,147.3272,2020-07-11,228
"45501","Victoria","Australia",-37.8136,144.9631,2020-07-11,3799
"45502","Western Australia","Australia",-31.9505,115.8605,2020-07-11,635
"45503","","Austria",47.5162,14.5501,2020-07-11,18783
"45504","","Azerbaijan",40.1431,47.5769,2020-07-11,23521
"45505","","Bahamas",25.025885,-78.035889,2020-07-11,111
"45506","","Bahrain",26.0275,50.55,2020-07-11,32470
"45507","","Bangladesh",23.685,90.3563,2020-07-11,181129
"45508","","Barbados",13.1939,-59.5432,2020-07-11,103
"45509","","Belarus",53.7098,27.9534,2020-07-11,64767
"45510","","Belgium",50.8333,4.469936,2020-07-11,62469
"45511","","Belize",17.1899,-88.4976,2020-07-11,37
"45512","","Benin",9.3077,2.3158,2020-07-11,1378
"45513","","Bhutan",27.5142,90.4336,2020-07-11,82
"45514","","Bolivia",-16.2902,-63.5887,2020-07-11,47200
"45515","","Bosnia and Herzegovina",43.9159,17.6791,2020-07-11,6719
"45516","","Botswana",-22.3285,24.6849,2020-07-11,314
"45517","","Brazil",-14.235,-51.9253,2020-07-11,1839850
"45518","","Brunei",4.5353,114.7277,2020-07-11,141
"45519","","Bulgaria",42.7339,25.4858,2020-07-11,7175
"45520","","Burkina Faso",12.2383,-1.5616,2020-07-11,1033
"45521","","Burma",21.9162,95.956,2020-07-11,330
"45522","","Burundi",-3.3731,29.9189,2020-07-11,191
"45523","","Cabo Verde",16.5388,-23.0418,2020-07-11,1623
"45524","","Cambodia",11.55,104.9167,2020-07-11,156
"45525","","Cameroon",3.848,11.5021,2020-07-11,15173
"45526","Alberta","Canada",53.9333,-116.5765,2020-07-11,8596
"45527","British Columbia","Canada",53.7267,-127.6476,2020-07-11,3053
"45528","Diamond Princess","Canada",0,0,2020-07-11,0
"45529","Grand Princess","Canada",0,0,2020-07-11,13
"45530","Manitoba","Canada",53.7609,-98.8139,2020-07-11,325
"45531","New Brunswick","Canada",46.5653,-66.4619,2020-07-11,166
"45532","Newfoundland and Labrador","Canada",53.1355,-57.6604,2020-07-11,262
"45533","Northwest Territories","Canada",64.8255,-124.8457,2020-07-11,5
"45534","Nova Scotia","Canada",44.682,-63.7443,2020-07-11,1066
"45535","Ontario","Canada",51.2538,-85.3232,2020-07-11,38398
"45536","Prince Edward Island","Canada",46.5107,-63.4168,2020-07-11,33
"45537","Quebec","Canada",52.9399,-73.5491,2020-07-11,56407
"45538","Saskatchewan","Canada",52.9399,-106.4509,2020-07-11,815
"45539","Yukon","Canada",64.2823,-135,2020-07-11,11
"45540","","Central African Republic",6.6111,20.9394,2020-07-11,4288
"45541","","Chad",15.4542,18.7322,2020-07-11,874
"45542","","Chile",-35.6751,-71.543,2020-07-11,312029
"45543","Anhui","China",31.8257,117.2264,2020-07-11,991
"45544","Beijing","China",40.1824,116.4142,2020-07-11,929
"45545","Chongqing","China",30.0572,107.874,2020-07-11,582
"45546","Fujian","China",26.0789,117.9874,2020-07-11,363
"45547","Gansu","China",35.7518,104.2861,2020-07-11,167
"45548","Guangdong","China",23.3417,113.4244,2020-07-11,1648
"45549","Guangxi","China",23.8298,108.7881,2020-07-11,254
"45550","Guizhou","China",26.8154,106.8748,2020-07-11,147
"45551","Hainan","China",19.1959,109.7453,2020-07-11,171
"45552","Hebei","China",39.549,116.1306,2020-07-11,349
"45553","Heilongjiang","China",47.862,127.7615,2020-07-11,947
"45554","Henan","China",37.8957,114.9042,2020-07-11,1276
"45555","Hong Kong","China",22.3,114.2,2020-07-11,1431
"45556","Hubei","China",30.9756,112.2707,2020-07-11,68135
"45557","Hunan","China",27.6104,111.7088,2020-07-11,1019
"45558","Inner Mongolia","China",44.0935,113.9448,2020-07-11,245
"45559","Jiangsu","China",32.9711,119.455,2020-07-11,654
"45560","Jiangxi","China",27.614,115.7221,2020-07-11,932
"45561","Jilin","China",43.6661,126.1923,2020-07-11,155
"45562","Liaoning","China",41.2956,122.6085,2020-07-11,164
"45563","Macau","China",22.1667,113.55,2020-07-11,46
"45564","Ningxia","China",37.2692,106.1655,2020-07-11,75
"45565","Qinghai","China",35.7452,95.9956,2020-07-11,18
"45566","Shaanxi","China",35.1917,108.8701,2020-07-11,321
"45567","Shandong","China",36.3427,118.1498,2020-07-11,792
"45568","Shanghai","China",31.202,121.4491,2020-07-11,724
"45569","Shanxi","China",37.5777,112.2922,2020-07-11,200
"45570","Sichuan","China",30.6171,102.7103,2020-07-11,599
"45571","Tianjin","China",39.3054,117.323,2020-07-11,203
"45572","Tibet","China",31.6927,88.0924,2020-07-11,1
"45573","Xinjiang","China",41.1129,85.2401,2020-07-11,76
"45574","Yunnan","China",24.974,101.487,2020-07-11,187
"45575","Zhejiang","China",29.1832,120.0934,2020-07-11,1270
"45576","","Colombia",4.5709,-74.2973,2020-07-11,145632
"45577","","Comoros",-11.6455,43.3333,2020-07-11,317
"45578","","Congo (Brazzaville)",-0.228,15.8277,2020-07-11,2028
"45579","","Congo (Kinshasa)",-4.0383,21.7587,2020-07-11,7971
"45580","","Costa Rica",9.7489,-83.7534,2020-07-11,7231
"45581","","Cote d'Ivoire",7.54,-5.5471,2020-07-11,12443
"45582","","Croatia",45.1,15.2,2020-07-11,3672
"45583","","Cuba",21.521757,-77.781167,2020-07-11,2420
"45584","","Cyprus",35.1264,33.4299,2020-07-11,1014
"45585","","Czechia",49.8175,15.473,2020-07-11,13115
"45586","Faroe Islands","Denmark",61.8926,-6.9118,2020-07-11,188
"45587","Greenland","Denmark",71.7069,-42.6043,2020-07-11,13
"45588","","Denmark",56.2639,9.5018,2020-07-11,12946
"45589","","Diamond Princess",0,0,2020-07-11,712
"45590","","Djibouti",11.8251,42.5903,2020-07-11,4968
"45591","","Dominica",15.415,-61.371,2020-07-11,18
"45592","","Dominican Republic",18.7357,-70.1627,2020-07-11,43114
"45593","","Ecuador",-1.8312,-78.1834,2020-07-11,67209
"45594","","Egypt",26.820553,30.802498,2020-07-11,81158
"45595","","El Salvador",13.7942,-88.8965,2020-07-11,9391
"45596","","Equatorial Guinea",1.6508,10.2679,2020-07-11,3071
"45597","","Eritrea",15.1794,39.7823,2020-07-11,232
"45598","","Estonia",58.5953,25.0136,2020-07-11,2014
"45599","","Eswatini",-26.5225,31.4659,2020-07-11,1311
"45600","","Ethiopia",9.145,40.4897,2020-07-11,7402
"45601","","Fiji",-17.7134,178.065,2020-07-11,26
"45602","","Finland",61.92411,25.748151,2020-07-11,7291
"45603","French Guiana","France",3.9339,-53.1258,2020-07-11,5949
"45604","French Polynesia","France",-17.6797,149.4068,2020-07-11,62
"45605","Guadeloupe","France",16.265,-61.551,2020-07-11,190
"45606","Martinique","France",14.6415,-61.0242,2020-07-11,255
"45607","Mayotte","France",-12.8275,45.166244,2020-07-11,2711
"45608","New Caledonia","France",-20.904305,165.618042,2020-07-11,21
"45609","Reunion","France",-21.1151,55.5364,2020-07-11,577
"45610","Saint Barthelemy","France",17.9,-62.8333,2020-07-11,6
"45611","Saint Pierre and Miquelon","France",46.8852,-56.3159,2020-07-11,2
"45612","St Martin","France",18.0708,-63.0501,2020-07-11,43
"45613","","France",46.2276,2.2137,2020-07-11,198199
"45614","","Gabon",-0.8037,11.6094,2020-07-11,5942
"45615","","Gambia",13.4432,-15.3101,2020-07-11,64
"45616","","Georgia",42.3154,43.3569,2020-07-11,981
"45617","","Germany",51.165691,10.451526,2020-07-11,199709
"45618","","Ghana",7.9465,-1.0232,2020-07-11,24248
"45619","","Greece",39.0742,21.8243,2020-07-11,3772
"45620","","Grenada",12.1165,-61.679,2020-07-11,23
"45621","","Guatemala",15.7835,-90.2308,2020-07-11,28598
"45622","","Guinea",9.9456,-9.6966,2020-07-11,6044
"45623","","Guinea-Bissau",11.8037,-15.1804,2020-07-11,1842
"45624","","Guyana",4.860416,-58.93018,2020-07-11,291
"45625","","Haiti",18.9712,-72.2852,2020-07-11,6690
"45626","","Holy See",41.9029,12.4534,2020-07-11,12
"45627","","Honduras",15.2,-86.2419,2020-07-11,27583
"45628","","Hungary",47.1625,19.5033,2020-07-11,4229
"45629","","Iceland",64.9631,-19.0208,2020-07-11,1833
"45630","","India",20.593684,78.96288,2020-07-11,849522
"45631","","Indonesia",-0.7893,113.9213,2020-07-11,74018
"45632","","Iran",32.427908,53.688046,2020-07-11,255117
"45633","","Iraq",33.223191,43.679291,2020-07-11,75194
"45634","","Ireland",53.1424,-7.6921,2020-07-11,25611
"45635","","Israel",31.046051,34.851612,2020-07-11,37464
"45636","","Italy",41.87194,12.56738,2020-07-11,242827
"45637","","Jamaica",18.1096,-77.2975,2020-07-11,758
"45638","","Japan",36.204824,138.252924,2020-07-11,21430
"45639","","Jordan",31.24,36.51,2020-07-11,1176
"45640","","Kazakhstan",48.0196,66.9237,2020-07-11,58253
"45641","","Kenya",-0.0236,37.9062,2020-07-11,9726
"45642","","Korea, South",35.907757,127.766922,2020-07-11,13417
"45643","","Kosovo",42.602636,20.902977,2020-07-11,4512
"45644","","Kuwait",29.31166,47.481766,2020-07-11,54058
"45645","","Kyrgyzstan",41.20438,74.766098,2020-07-11,10410
"45646","","Laos",19.85627,102.495496,2020-07-11,19
"45647","","Latvia",56.8796,24.6032,2020-07-11,1173
"45648","","Lebanon",33.8547,35.8623,2020-07-11,2168
"45649","","Lesotho",-29.61,28.2336,2020-07-11,184
"45650","","Liberia",6.428055,-9.429499,2020-07-11,998
"45651","","Libya",26.3351,17.228331,2020-07-11,1389
"45652","","Liechtenstein",47.14,9.55,2020-07-11,84
"45653","","Lithuania",55.1694,23.8813,2020-07-11,1865
"45654","","Luxembourg",49.8153,6.1296,2020-07-11,4842
"45655","","MS Zaandam",0,0,2020-07-11,9
"45656","","Madagascar",-18.766947,46.869107,2020-07-11,4578
"45657","","Malawi",-13.2543,34.3015,2020-07-11,2261
"45658","","Malaysia",4.210484,101.975766,2020-07-11,8704
"45659","","Maldives",3.2028,73.2207,2020-07-11,2664
"45660","","Mali",17.570692,-3.996166,2020-07-11,2406
"45661","","Malta",35.9375,14.3754,2020-07-11,674
"45662","","Mauritania",21.0079,-10.9408,2020-07-11,5275
"45663","","Mauritius",-20.348404,57.552152,2020-07-11,342
"45664","","Mexico",23.6345,-102.5528,2020-07-11,295268
"45665","","Moldova",47.4116,28.3699,2020-07-11,19208
"45666","","Monaco",43.7333,7.4167,2020-07-11,109
"45667","","Mongolia",46.8625,103.8467,2020-07-11,230
"45668","","Montenegro",42.708678,19.37439,2020-07-11,1164
"45669","","Morocco",31.7917,-7.0926,2020-07-11,15542
"45670","","Mozambique",-18.665695,35.529562,2020-07-11,1135
"45671","","Namibia",-22.9576,18.4904,2020-07-11,668
"45672","","Nepal",28.1667,84.25,2020-07-11,16719
"45673","Aruba","Netherlands",12.5211,-69.9683,2020-07-11,105
"45674","Bonaire, Sint Eustatius and Saba","Netherlands",12.1784,-68.2385,2020-07-11,7
"45675","Curacao","Netherlands",12.1696,-68.99,2020-07-11,25
"45676","Sint Maarten","Netherlands",18.0425,-63.0548,2020-07-11,78
"45677","","Netherlands",52.1326,5.2913,2020-07-11,50921
"45678","","New Zealand",-40.9006,174.886,2020-07-11,1544
"45679","","Nicaragua",12.865416,-85.207229,2020-07-11,2846
"45680","","Niger",17.607789,8.081666,2020-07-11,1099
"45681","","Nigeria",9.082,8.6753,2020-07-11,31987
"45682","","North Macedonia",41.6086,21.7453,2020-07-11,7975
"45683","","Norway",60.472,8.4689,2020-07-11,8977
"45684","","Oman",21.512583,55.923255,2020-07-11,54697
"45685","","Pakistan",30.3753,69.3451,2020-07-11,248872
"45686","","Panama",8.538,-80.7821,2020-07-11,44332
"45687","","Papua New Guinea",-6.314993,143.95555,2020-07-11,11
"45688","","Paraguay",-23.4425,-58.4438,2020-07-11,2820
"45689","","Peru",-9.19,-75.0152,2020-07-11,322710
"45690","","Philippines",12.879721,121.774017,2020-07-11,54222
"45691","","Poland",51.9194,19.1451,2020-07-11,37521
"45692","","Portugal",39.3999,-8.2245,2020-07-11,46221
"45693","","Qatar",25.3548,51.1839,2020-07-11,103128
"45694","","Romania",45.9432,24.9668,2020-07-11,32079
"45695","","Russia",61.52401,105.318756,2020-07-11,719449
"45696","","Rwanda",-1.9403,29.8739,2020-07-11,1299
"45697","","Saint Kitts and Nevis",17.357822,-62.782998,2020-07-11,17
"45698","","Saint Lucia",13.9094,-60.9789,2020-07-11,22
"45699","","Saint Vincent and the Grenadines",12.9843,-61.2872,2020-07-11,29
"45700","","San Marino",43.9424,12.4578,2020-07-11,699
"45701","","Sao Tome and Principe",0.1864,6.6131,2020-07-11,727
"45702","","Saudi Arabia",23.885942,45.079162,2020-07-11,229480
"45703","","Senegal",14.4974,-14.4524,2020-07-11,8014
"45704","","Serbia",44.0165,21.0059,2020-07-11,18073
"45705","","Seychelles",-4.6796,55.492,2020-07-11,100
"45706","","Sierra Leone",8.460555,-11.779889,2020-07-11,1618
"45707","","Singapore",1.2833,103.8333,2020-07-11,45783
"45708","","Slovakia",48.669,19.699,2020-07-11,1893
"45709","","Slovenia",46.1512,14.9955,2020-07-11,1827
"45710","","Somalia",5.152149,46.199616,2020-07-11,3051
"45711","","South Africa",-30.5595,22.9375,2020-07-11,264184
"45712","","South Sudan",6.877,31.307,2020-07-11,2021
"45713","","Spain",40.463667,-3.74922,2020-07-11,253908
"45714","","Sri Lanka",7.873054,80.771797,2020-07-11,2511
"45715","","Sudan",12.8628,30.2176,2020-07-11,10250
"45716","","Suriname",3.9193,-56.0278,2020-07-11,741
"45717","","Sweden",60.128161,18.643501,2020-07-11,72773
"45718","","Switzerland",46.8182,8.2275,2020-07-11,32817
"45719","","Syria",34.802075,38.996815,2020-07-11,394
"45720","","Taiwan*",23.7,121,2020-07-11,451
"45721","","Tajikistan",38.861,71.2761,2020-07-11,6506
"45722","","Tanzania",-6.369028,34.888822,2020-07-11,509
"45723","","Thailand",15.870032,100.992541,2020-07-11,3216
"45724","","Timor-Leste",-8.874217,125.727539,2020-07-11,24
"45725","","Togo",8.6195,0.8248,2020-07-11,710
"45726","","Trinidad and Tobago",10.6918,-61.2225,2020-07-11,133
"45727","","Tunisia",33.886917,9.537499,2020-07-11,1245
"45728","","Turkey",38.9637,35.2433,2020-07-11,211981
"45729","","US",40,-100,2020-07-11,3245925
"45730","","Uganda",1.373333,32.290275,2020-07-11,1013
"45731","","Ukraine",48.3794,31.1656,2020-07-11,53941
"45732","","United Arab Emirates",23.424076,53.847818,2020-07-11,54453
"45733","Anguilla","United Kingdom",18.2206,-63.0686,2020-07-11,3
"45734","Bermuda","United Kingdom",32.3078,-64.7505,2020-07-11,150
"45735","British Virgin Islands","United Kingdom",18.4207,-64.64,2020-07-11,8
"45736","Cayman Islands","United Kingdom",19.3133,-81.2546,2020-07-11,201
"45737","Channel Islands","United Kingdom",49.3723,-2.3644,2020-07-11,577
"45738","Falkland Islands (Malvinas)","United Kingdom",-51.7963,-59.5236,2020-07-11,13
"45739","Gibraltar","United Kingdom",36.1408,-5.3536,2020-07-11,180
"45740","Isle of Man","United Kingdom",54.2361,-4.5481,2020-07-11,336
"45741","Montserrat","United Kingdom",16.742498,-62.187366,2020-07-11,12
"45742","Turks and Caicos Islands","United Kingdom",21.694,-71.7979,2020-07-11,71
"45743","","United Kingdom",55.3781,-3.436,2020-07-11,288953
"45744","","Uruguay",-32.5228,-55.7658,2020-07-11,986
"45745","","Uzbekistan",41.377491,64.585262,2020-07-11,12513
"45746","","Venezuela",6.4238,-66.5897,2020-07-11,9178
"45747","","Vietnam",14.058324,108.277199,2020-07-11,370
"45748","","West Bank and Gaza",31.9522,35.2332,2020-07-11,5931
"45749","","Western Sahara",24.2155,-12.8858,2020-07-11,10
"45750","","Yemen",15.552727,48.516388,2020-07-11,1389
"45751","","Zambia",-13.133897,27.849332,2020-07-11,1895
"45752","","Zimbabwe",-19.015438,29.154857,2020-07-11,982
"45753","","Afghanistan",33.93911,67.709953,2020-07-12,34451
"45754","","Albania",41.1533,20.1683,2020-07-12,3454
"45755","","Algeria",28.0339,1.6596,2020-07-12,19195
"45756","","Andorra",42.5063,1.5218,2020-07-12,855
"45757","","Angola",-11.2027,17.8739,2020-07-12,506
"45758","","Antigua and Barbuda",17.0608,-61.7964,2020-07-12,74
"45759","","Argentina",-38.4161,-63.6167,2020-07-12,100166
"45760","","Armenia",40.0691,45.0382,2020-07-12,31969
"45761","Australian Capital Territory","Australia",-35.4735,149.0124,2020-07-12,113
"45762","New South Wales","Australia",-33.8688,151.2093,2020-07-12,3492
"45763","Northern Territory","Australia",-12.4634,130.8456,2020-07-12,31
"45764","Queensland","Australia",-27.4698,153.0251,2020-07-12,1071
"45765","South Australia","Australia",-34.9285,138.6007,2020-07-12,443
"45766","Tasmania","Australia",-42.8821,147.3272,2020-07-12,228
"45767","Victoria","Australia",-37.8136,144.9631,2020-07-12,3967
"45768","Western Australia","Australia",-31.9505,115.8605,2020-07-12,635
"45769","","Austria",47.5162,14.5501,2020-07-12,18897
"45770","","Azerbaijan",40.1431,47.5769,2020-07-12,24041
"45771","","Bahamas",25.025885,-78.035889,2020-07-12,111
"45772","","Bahrain",26.0275,50.55,2020-07-12,32941
"45773","","Bangladesh",23.685,90.3563,2020-07-12,183795
"45774","","Barbados",13.1939,-59.5432,2020-07-12,103
"45775","","Belarus",53.7098,27.9534,2020-07-12,64932
"45776","","Belgium",50.8333,4.469936,2020-07-12,62707
"45777","","Belize",17.1899,-88.4976,2020-07-12,37
"45778","","Benin",9.3077,2.3158,2020-07-12,1378
"45779","","Bhutan",27.5142,90.4336,2020-07-12,84
"45780","","Bolivia",-16.2902,-63.5887,2020-07-12,48187
"45781","","Bosnia and Herzegovina",43.9159,17.6791,2020-07-12,6877
"45782","","Botswana",-22.3285,24.6849,2020-07-12,399
"45783","","Brazil",-14.235,-51.9253,2020-07-12,1864681
"45784","","Brunei",4.5353,114.7277,2020-07-12,141
"45785","","Bulgaria",42.7339,25.4858,2020-07-12,7252
"45786","","Burkina Faso",12.2383,-1.5616,2020-07-12,1036
"45787","","Burma",21.9162,95.956,2020-07-12,331
"45788","","Burundi",-3.3731,29.9189,2020-07-12,191
"45789","","Cabo Verde",16.5388,-23.0418,2020-07-12,1623
"45790","","Cambodia",11.55,104.9167,2020-07-12,156
"45791","","Cameroon",3.848,11.5021,2020-07-12,15173
"45792","Alberta","Canada",53.9333,-116.5765,2020-07-12,8596
"45793","British Columbia","Canada",53.7267,-127.6476,2020-07-12,3053
"45794","Diamond Princess","Canada",0,0,2020-07-12,0
"45795","Grand Princess","Canada",0,0,2020-07-12,13
"45796","Manitoba","Canada",53.7609,-98.8139,2020-07-12,325
"45797","New Brunswick","Canada",46.5653,-66.4619,2020-07-12,166
"45798","Newfoundland and Labrador","Canada",53.1355,-57.6604,2020-07-12,262
"45799","Northwest Territories","Canada",64.8255,-124.8457,2020-07-12,5
"45800","Nova Scotia","Canada",44.682,-63.7443,2020-07-12,1066
"45801","Ontario","Canada",51.2538,-85.3232,2020-07-12,38481
"45802","Prince Edward Island","Canada",46.5107,-63.4168,2020-07-12,34
"45803","Quebec","Canada",52.9399,-73.5491,2020-07-12,56521
"45804","Saskatchewan","Canada",52.9399,-106.4509,2020-07-12,815
"45805","Yukon","Canada",64.2823,-135,2020-07-12,11
"45806","","Central African Republic",6.6111,20.9394,2020-07-12,4288
"45807","","Chad",15.4542,18.7322,2020-07-12,880
"45808","","Chile",-35.6751,-71.543,2020-07-12,315041
"45809","Anhui","China",31.8257,117.2264,2020-07-12,991
"45810","Beijing","China",40.1824,116.4142,2020-07-12,929
"45811","Chongqing","China",30.0572,107.874,2020-07-12,582
"45812","Fujian","China",26.0789,117.9874,2020-07-12,363
"45813","Gansu","China",35.7518,104.2861,2020-07-12,167
"45814","Guangdong","China",23.3417,113.4244,2020-07-12,1650
"45815","Guangxi","China",23.8298,108.7881,2020-07-12,254
"45816","Guizhou","China",26.8154,106.8748,2020-07-12,147
"45817","Hainan","China",19.1959,109.7453,2020-07-12,171
"45818","Hebei","China",39.549,116.1306,2020-07-12,349
"45819","Heilongjiang","China",47.862,127.7615,2020-07-12,947
"45820","Henan","China",37.8957,114.9042,2020-07-12,1276
"45821","Hong Kong","China",22.3,114.2,2020-07-12,1469
"45822","Hubei","China",30.9756,112.2707,2020-07-12,68135
"45823","Hunan","China",27.6104,111.7088,2020-07-12,1019
"45824","Inner Mongolia","China",44.0935,113.9448,2020-07-12,249
"45825","Jiangsu","China",32.9711,119.455,2020-07-12,654
"45826","Jiangxi","China",27.614,115.7221,2020-07-12,932
"45827","Jilin","China",43.6661,126.1923,2020-07-12,155
"45828","Liaoning","China",41.2956,122.6085,2020-07-12,164
"45829","Macau","China",22.1667,113.55,2020-07-12,46
"45830","Ningxia","China",37.2692,106.1655,2020-07-12,75
"45831","Qinghai","China",35.7452,95.9956,2020-07-12,18
"45832","Shaanxi","China",35.1917,108.8701,2020-07-12,321
"45833","Shandong","China",36.3427,118.1498,2020-07-12,793
"45834","Shanghai","China",31.202,121.4491,2020-07-12,725
"45835","Shanxi","China",37.5777,112.2922,2020-07-12,200
"45836","Sichuan","China",30.6171,102.7103,2020-07-12,599
"45837","Tianjin","China",39.3054,117.323,2020-07-12,203
"45838","Tibet","China",31.6927,88.0924,2020-07-12,1
"45839","Xinjiang","China",41.1129,85.2401,2020-07-12,76
"45840","Yunnan","China",24.974,101.487,2020-07-12,187
"45841","Zhejiang","China",29.1832,120.0934,2020-07-12,1270
"45842","","Colombia",4.5709,-74.2973,2020-07-12,150445
"45843","","Comoros",-11.6455,43.3333,2020-07-12,317
"45844","","Congo (Brazzaville)",-0.228,15.8277,2020-07-12,2028
"45845","","Congo (Kinshasa)",-4.0383,21.7587,2020-07-12,8033
"45846","","Costa Rica",9.7489,-83.7534,2020-07-12,7596
"45847","","Cote d'Ivoire",7.54,-5.5471,2020-07-12,12766
"45848","","Croatia",45.1,15.2,2020-07-12,3722
"45849","","Cuba",21.521757,-77.781167,2020-07-12,2426
"45850","","Cyprus",35.1264,33.4299,2020-07-12,1021
"45851","","Czechia",49.8175,15.473,2020-07-12,13174
"45852","Faroe Islands","Denmark",61.8926,-6.9118,2020-07-12,188
"45853","Greenland","Denmark",71.7069,-42.6043,2020-07-12,13
"45854","","Denmark",56.2639,9.5018,2020-07-12,12946
"45855","","Diamond Princess",0,0,2020-07-12,712
"45856","","Djibouti",11.8251,42.5903,2020-07-12,4972
"45857","","Dominica",15.415,-61.371,2020-07-12,18
"45858","","Dominican Republic",18.7357,-70.1627,2020-07-12,44532
"45859","","Ecuador",-1.8312,-78.1834,2020-07-12,67870
"45860","","Egypt",26.820553,30.802498,2020-07-12,82070
"45861","","El Salvador",13.7942,-88.8965,2020-07-12,9674
"45862","","Equatorial Guinea",1.6508,10.2679,2020-07-12,3071
"45863","","Eritrea",15.1794,39.7823,2020-07-12,232
"45864","","Estonia",58.5953,25.0136,2020-07-12,2014
"45865","","Eswatini",-26.5225,31.4659,2020-07-12,1351
"45866","","Ethiopia",9.145,40.4897,2020-07-12,7560
"45867","","Fiji",-17.7134,178.065,2020-07-12,26
"45868","","Finland",61.92411,25.748151,2020-07-12,7294
"45869","French Guiana","France",3.9339,-53.1258,2020-07-12,5949
"45870","French Polynesia","France",-17.6797,149.4068,2020-07-12,62
"45871","Guadeloupe","France",16.265,-61.551,2020-07-12,190
"45872","Martinique","France",14.6415,-61.0242,2020-07-12,255
"45873","Mayotte","France",-12.8275,45.166244,2020-07-12,2711
"45874","New Caledonia","France",-20.904305,165.618042,2020-07-12,21
"45875","Reunion","France",-21.1151,55.5364,2020-07-12,593
"45876","Saint Barthelemy","France",17.9,-62.8333,2020-07-12,6
"45877","Saint Pierre and Miquelon","France",46.8852,-56.3159,2020-07-12,2
"45878","St Martin","France",18.0708,-63.0501,2020-07-12,43
"45879","","France",46.2276,2.2137,2020-07-12,198183
"45880","","Gabon",-0.8037,11.6094,2020-07-12,5942
"45881","","Gambia",13.4432,-15.3101,2020-07-12,64
"45882","","Georgia",42.3154,43.3569,2020-07-12,986
"45883","","Germany",51.165691,10.451526,2020-07-12,199919
"45884","","Ghana",7.9465,-1.0232,2020-07-12,24518
"45885","","Greece",39.0742,21.8243,2020-07-12,3803
"45886","","Grenada",12.1165,-61.679,2020-07-12,23
"45887","","Guatemala",15.7835,-90.2308,2020-07-12,29355
"45888","","Guinea",9.9456,-9.6966,2020-07-12,6141
"45889","","Guinea-Bissau",11.8037,-15.1804,2020-07-12,1842
"45890","","Guyana",4.860416,-58.93018,2020-07-12,297
"45891","","Haiti",18.9712,-72.2852,2020-07-12,6727
"45892","","Holy See",41.9029,12.4534,2020-07-12,12
"45893","","Honduras",15.2,-86.2419,2020-07-12,28090
"45894","","Hungary",47.1625,19.5033,2020-07-12,4234
"45895","","Iceland",64.9631,-19.0208,2020-07-12,1833
"45896","","India",20.593684,78.96288,2020-07-12,878254
"45897","","Indonesia",-0.7893,113.9213,2020-07-12,75699
"45898","","Iran",32.427908,53.688046,2020-07-12,257303
"45899","","Iraq",33.223191,43.679291,2020-07-12,77506
"45900","","Ireland",53.1424,-7.6921,2020-07-12,25628
"45901","","Israel",31.046051,34.851612,2020-07-12,38670
"45902","","Italy",41.87194,12.56738,2020-07-12,243061
"45903","","Jamaica",18.1096,-77.2975,2020-07-12,758
"45904","","Japan",36.204824,138.252924,2020-07-12,21841
"45905","","Jordan",31.24,36.51,2020-07-12,1179
"45906","","Kazakhstan",48.0196,66.9237,2020-07-12,58253
"45907","","Kenya",-0.0236,37.9062,2020-07-12,10105
"45908","","Korea, South",35.907757,127.766922,2020-07-12,13479
"45909","","Kosovo",42.602636,20.902977,2020-07-12,4715
"45910","","Kuwait",29.31166,47.481766,2020-07-12,54894
"45911","","Kyrgyzstan",41.20438,74.766098,2020-07-12,11117
"45912","","Laos",19.85627,102.495496,2020-07-12,19
"45913","","Latvia",56.8796,24.6032,2020-07-12,1173
"45914","","Lebanon",33.8547,35.8623,2020-07-12,2334
"45915","","Lesotho",-29.61,28.2336,2020-07-12,233
"45916","","Liberia",6.428055,-9.429499,2020-07-12,1010
"45917","","Libya",26.3351,17.228331,2020-07-12,1433
"45918","","Liechtenstein",47.14,9.55,2020-07-12,84
"45919","","Lithuania",55.1694,23.8813,2020-07-12,1869
"45920","","Luxembourg",49.8153,6.1296,2020-07-12,4925
"45921","","MS Zaandam",0,0,2020-07-12,9
"45922","","Madagascar",-18.766947,46.869107,2020-07-12,4867
"45923","","Malawi",-13.2543,34.3015,2020-07-12,2364
"45924","","Malaysia",4.210484,101.975766,2020-07-12,8718
"45925","","Maldives",3.2028,73.2207,2020-07-12,2731
"45926","","Mali",17.570692,-3.996166,2020-07-12,2411
"45927","","Malta",35.9375,14.3754,2020-07-12,674
"45928","","Mauritania",21.0079,-10.9408,2020-07-12,5355
"45929","","Mauritius",-20.348404,57.552152,2020-07-12,342
"45930","","Mexico",23.6345,-102.5528,2020-07-12,299750
"45931","","Moldova",47.4116,28.3699,2020-07-12,19382
"45932","","Monaco",43.7333,7.4167,2020-07-12,109
"45933","","Mongolia",46.8625,103.8467,2020-07-12,230
"45934","","Montenegro",42.708678,19.37439,2020-07-12,1221
"45935","","Morocco",31.7917,-7.0926,2020-07-12,15745
"45936","","Mozambique",-18.665695,35.529562,2020-07-12,1157
"45937","","Namibia",-22.9576,18.4904,2020-07-12,785
